Title,url,Source: https://www.bbc.co.uk/news/topics/cwlw3xz0lvvt/brexit
Herm boss warns 'paradise' not immune from Brexit,https://www.bbc.co.uk/news/world-europe-guernsey-46948892,
"DHL could profit from no-deal Brexit, says boss",https://www.bbc.co.uk/news/business-46974591,
Brexit: Paper outlines no-deal scenarios for Scotland,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-46975854,
Brexit: Drakeford warns May against placating DUP,https://www.bbc.co.uk/news/uk-wales-politics-46980522,
Sturgeon and May clash over indyref2 ahead of Brexit talks,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-46961172,
Rees-Mogg says reformed Brexit deal could win over critics,https://www.bbc.co.uk/news/uk-politics-46971390,
Brexit: Iceland supermarket 'not stockpiling' for no deal,https://www.bbc.co.uk/news/uk-wales-46974680,
"Brexit: Delay is 'most likely' option, says former chancellor",https://www.bbc.co.uk/news/uk-politics-46968035,
Far-right groups could exploit Brexit tensions - police,https://www.bbc.co.uk/news/uk-46965780,
Brexit: George Osborne warns of economic Russian Roulette,https://www.bbc.co.uk/news/business-46967913,
Brexit no-deal: Kent schools told 'prepare for lockdown',https://www.bbc.co.uk/news/uk-england-kent-46965261,
Brexit: Drakeford closer to backing new EU vote amid no deal warnings,https://www.bbc.co.uk/news/uk-wales-politics-46952305,
France and Germany seal new deal as Brexit looms,https://www.bbc.co.uk/news/world-europe-46908205,
Brexit: MPs put forward rival plans to May's deal,https://www.bbc.com/news/uk-46955437,
Brexit: Why are MPs putting forward amendments?,https://www.bbc.co.uk/news/uk-politics-46954698,
Brexit: France fears no-deal blow to farms,https://www.bbc.com/news/world-europe-46944358,
Brexit: Military reservists on standby in event of no deal,https://www.bbc.co.uk/news/uk-46910535,
Brexit: Theresa May's deal is voted down in historic Commons defeat,https://www.bbc.co.uk/news/uk-politics-46885828,
Brexit: MPs vote on Theresa May's deal,https://www.bbc.com/news/uk-politics-46868194,
How does Brexit affect the pound?,https://www.bbc.com/news/business-46862790,
May says opponents of Brexit deal risk 'letting British people down',https://www.bbc.com/news/uk-politics-46856149,
Brexit Box': Hundreds stock up over food supply fears,https://www.bbc.com/news/uk-england-leeds-46814527,
What is Germany planning in case of a no-deal Brexit?,https://www.bbc.com/news/world-europe-46798281,
Honda plans six-day shutdown post-Brexit,https://www.bbc.com/news/business-46829441,
Brexit: PM warns of 'uncharted territory' if MPs reject deal,https://www.bbc.co.uk/news/uk-politics-46772601,
Brexit: PM Theresa May 'very unlikely' to win vote,https://www.bbc.co.uk/news/uk-wales-politics-46773646,
No-deal Brexit ferry contract sparks concerns,https://www.bbc.com/news/business-46714984,
RBS applies for German banking licence ahead of Brexit,https://www.bbc.com/news/business-46673440,
Brexit: Is NHS already finding it hard to get medicines?,https://www.bbc.com/news/health-46597425,
Theresa May sets January date for MPs' Brexit vote,https://www.bbc.com/news/uk-politics-46586673,
Brexit latest: I'm confused... what just happened?,https://www.bbc.com/news/uk-46551986,
Brexit: EU says no to May on renegotiating deal,https://www.bbc.co.uk/news/uk-politics-46560807,
Theresa May calls off MPs' vote on her Brexit deal,https://www.bbc.com/news/uk-politics-46509288,
Brexit: What happens now?,https://www.bbc.com/news/uk-politics-46393399,
Brexit backstop plan is calculated risk - Geoffrey Cox,https://www.bbc.co.uk/news/uk-politics-46419790,
Will EU renegotiate if MPs reject Brexit deal?,https://www.bbc.com/news/world-europe-46403149,
UK and US agree post-Brexit flights deal,https://www.bbc.co.uk/news/business-46380463,
NI firms 'cannot cope with no-deal Brexit',https://www.bbc.co.uk/news/uk-northern-ireland-46338344,
Brexit: What will happen if MPs reject Theresa May's deal?,https://www.bbc.com/news/uk-politics-46320368,
Brexit: Your simple guide to the UK leaving the EU,https://www.bbc.co.uk/news/uk-46318565,
Brexit deal: PM thanks NI business leaders for support,https://www.bbc.co.uk/news/uk-northern-ireland-46296605,
People's Vote march: Hundreds of thousands attend London protest,https://www.bbc.co.uk/news/uk-45925542,
Brexit talks: What is the 'backstop to the backstop'?,https://www.bbc.co.uk/news/uk-northern-ireland-politics-45863618,
November date set for Brexit court case,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-45760209,
Why is France's Macron talking tough on Brexit?,https://www.bbc.co.uk/news/world-europe-45676900,
Brexit could 're-ignite conflict' in Northern Ireland,https://www.bbc.co.uk/news/uk-northern-ireland-45513462,
"Brexit poses risk to care, says Royal College of Nursing",https://www.bbc.co.uk/news/uk-politics-45333267,
Liam Fox: No deal most likely Brexit outcome for UK,https://www.bbc.co.uk/news/uk-politics-45073294,
Austria's Sebastian Kurz tells Theresa May to avoid 'hard Brexit',https://www.bbc.co.uk/news/uk-politics-44975696,
AstraZeneca to stockpile drugs for Brexit,https://www.bbc.co.uk/news/business-44847914,
Theresa May: Trump told me to sue the EU,https://www.bbc.co.uk/news/uk-44838028,
Donald Trump: US-UK trade deal 'absolutely possible',https://www.bbc.co.uk/news/uk-politics-44821976,
Brexit Secretary David Davis resigns,https://www.bbc.co.uk/news/uk-politics-44761056,
Boris Johnson challenged over Brexit business 'expletive',https://www.bbc.co.uk/news/uk-politics-44618154,
UK 'can't keep European Arrest Warrant after Brexit',https://www.bbc.co.uk/news/uk-politics-44532500,
Ministers win key Brexit bill vote after concession,https://www.bbc.co.uk/news/uk-politics-44456035,
"Brexit: 'Rife misuse' of data by Leave.EU, MPs told",https://www.bbc.co.uk/news/uk-politics-43793546,
Plenty more fish in the Brexit sea?,https://www.bbc.co.uk/news/uk-scotland-scotland-business-43534964,
The UK and EU agree terms for Brexit transition period,https://www.bbc.co.uk/news/uk-politics-43456502,
Brexit study warns over chemical industry,https://www.bbc.co.uk/news/uk-politics-43334860,
In full: Theresa May's speech on future UK-EU relations,https://www.bbc.co.uk/news/uk-politics-43256183,
Brexit: How the Netherlands is braced for 'no deal',https://www.bbc.co.uk/news/world-europe-41986090,
Brexit: Theresa May says UK leaving EU court's jurisdiction,https://www.bbc.co.uk/news/uk-politics-41012265,
Reality Check: Ireland's border and Brexit,https://www.bbc.co.uk/news/uk-politics-40949424,
Arlene Foster calls for 'sensible Brexit',https://www.bbc.co.uk/news/uk-northern-ireland-40299171,
General election 2017: Where UK's parties stand on Brexit,https://www.bbc.co.uk/news/uk-politics-39665835,
Article 50: UK set to formally trigger Brexit process,https://www.bbc.co.uk/news/uk-politics-39422353,
Is inflation all down to Brexit?,https://www.bbc.co.uk/news/business-39339834,
Tony Blair calls for people to 'rise up' against Brexit,https://www.bbc.co.uk/news/uk-politics-38996179,
Toblerone triangle change upsets fans,https://www.bbc.co.uk/news/uk-37904703,
Mark Carney says Bank actions reduced impact of Brexit,https://www.bbc.co.uk/news/business-37299838,
Brexit: David Cameron to quit after UK votes to leave EU,https://www.bbc.co.uk/news/uk-politics-36615028,
Brexit: All you need to know about the UK leaving the EU,https://www.bbc.co.uk/news/uk-politics-32810887,
